label,chooser,min_score,ask_max,min_seconds_to_close,gate,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,nondegenerate,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=60; margin_rv15>=0,book_p_side,0.8,95.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.8064516129032258,0.8516129032258064,0.9276018099547512,0.7871770333794679,85.0,159,155,132,23,0.8516129032258064,0.9748427672955975,0.7871770333794679,84.0,3,0,527.625,95,92,79,13,0.8586956521739131,0.968421052631579,0.7731141979919699,84.0,1,0,538.752,32,32,28,4,0.875,1.0,0.7193169451834978,84.5,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,205,179,26,0.8731707317073171,0.9276018099547512,0.8206540870299986,85.0,3,0,479.807311,132,123,106,17,0.8617886178861789,0.9318181818181818,0.789779783478678,85.0,2,0,479.79949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,40,36,4,0.9,0.8888888888888888,0.769482247724777,85.0,0,0,479.429585
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,book_p_side,0.8,95.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,True,0.8064516129032258,0.8506493506493507,0.9276018099547512,0.7858590621817956,85.0,159,154,131,23,0.8506493506493507,0.9685534591194969,0.7858590621817956,84.0,3,0,529.5745,95,91,78,13,0.8571428571428571,0.9578947368421052,0.7707818642734304,83.0,1,0,541.618,32,32,28,4,0.875,1.0,0.7193169451834978,85.0,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,205,179,26,0.8731707317073171,0.9276018099547512,0.8206540870299986,85.0,3,0,479.807311,132,123,106,17,0.8617886178861789,0.9318181818181818,0.789779783478678,85.0,2,0,479.79949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,40,36,4,0.9,0.8888888888888888,0.769482247724777,85.0,0,0,479.429585
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120,book_p_side,0.8,95.0,120.0,none,False,False,False,False,True,True,0.8064516129032258,0.8496732026143791,0.8687782805429864,0.784524700823098,85.0,159,153,130,23,0.8496732026143791,0.9622641509433962,0.784524700823098,84.0,2,0,535.886,95,90,77,13,0.8555555555555555,0.9473684210526315,0.768401220798642,83.5,0,0,544.577,32,32,28,4,0.875,1.0,0.7193169451834978,84.5,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,192,170,22,0.8854166666666666,0.8687782805429864,0.832610794613997,85.0,3,0,539.1280895,132,111,97,14,0.8738738738738738,0.8409090909090909,0.799374063637868,85.0,2,0,539.205949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,39,36,3,0.9230769230769231,0.8666666666666667,0.7967892883204502,85.0,0,0,479.513487
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; spread<=4,book_p_side,0.8,95.0,120.0,spread<=4,False,False,False,False,True,True,0.8064516129032258,0.8496732026143791,0.8687782805429864,0.784524700823098,85.0,159,153,130,23,0.8496732026143791,0.9622641509433962,0.784524700823098,84.0,2,0,535.886,95,90,77,13,0.8555555555555555,0.9473684210526315,0.768401220798642,83.5,0,0,544.577,32,32,28,4,0.875,1.0,0.7193169451834978,84.5,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,192,170,22,0.8854166666666666,0.8687782805429864,0.832610794613997,85.0,3,0,539.1280895,132,111,97,14,0.8738738738738738,0.8409090909090909,0.799374063637868,85.0,2,0,539.205949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,39,36,3,0.9230769230769231,0.8666666666666667,0.7967892883204502,85.0,0,0,479.513487
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; margin_rv15>=0,book_p_side,0.8,95.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.8064516129032258,0.847682119205298,0.8687782805429864,0.7818055724043425,85.0,159,151,128,23,0.847682119205298,0.949685534591195,0.7818055724043425,83.0,2,0,535.886,95,88,75,13,0.8522727272727273,0.9263157894736842,0.7634888952813075,83.0,0,0,549.9304999999999,32,32,28,4,0.875,1.0,0.7193169451834978,84.5,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,192,170,22,0.8854166666666666,0.8687782805429864,0.832610794613997,85.0,3,0,539.1280895,132,111,97,14,0.8738738738738738,0.8409090909090909,0.799374063637868,85.0,2,0,539.205949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,39,36,3,0.9230769230769231,0.8666666666666667,0.7967892883204502,85.0,0,0,479.513487
choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,book_p_side,0.8,95.0,120.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,True,0.8064516129032258,0.8466666666666667,0.8687782805429864,0.7804201682766676,85.0,159,150,127,23,0.8466666666666667,0.9433962264150944,0.7804201682766676,83.5,2,0,538.752,95,87,74,13,0.8505747126436781,0.9157894736842105,0.7609539966071731,83.0,0,0,554.586,32,32,28,4,0.875,1.0,0.7193169451834978,85.0,2,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,192,170,22,0.8854166666666666,0.8687782805429864,0.832610794613997,85.0,3,0,539.1280895,132,111,97,14,0.8738738738738738,0.8409090909090909,0.799374063637868,85.0,2,0,539.205949,44,42,37,5,0.8809523809523809,0.9545454545454546,0.7499960973799031,85.0,1,0,539.5859355,45,39,36,3,0.9230769230769231,0.8666666666666667,0.7967892883204502,85.0,0,0,479.513487
choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=60,book_p_side,0.8,90.0,60.0,none,False,False,False,False,True,True,0.8064516129032258,0.8466666666666667,0.8144796380090498,0.7804201682766676,84.0,159,150,127,23,0.8466666666666667,0.9433962264150944,0.7804201682766676,83.0,0,0,538.752,95,89,76,13,0.8539325842696629,0.9368421052631579,0.7659707561062306,83.0,0,0,545.275,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,84.0,0,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,180,158,22,0.8777777777777778,0.8144796380090498,0.8218832510299916,84.0,0,0,539.3499285,132,106,92,14,0.8679245283018868,0.803030303030303,0.790446438441858,84.0,0,0,539.2159945000001,44,37,32,5,0.8648648648648649,0.8409090909090909,0.7202258821599022,83.0,0,0,599.053406,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,85.0,0,0,479.632265
choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=60; spread<=4,book_p_side,0.8,90.0,60.0,spread<=4,False,False,False,False,True,True,0.8064516129032258,0.8466666666666667,0.8144796380090498,0.7804201682766676,84.0,159,150,127,23,0.8466666666666667,0.9433962264150944,0.7804201682766676,83.0,0,0,538.752,95,89,76,13,0.8539325842696629,0.9368421052631579,0.7659707561062306,83.0,0,0,545.275,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,84.0,0,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,180,158,22,0.8777777777777778,0.8144796380090498,0.8218832510299916,84.0,0,0,539.3499285,132,106,92,14,0.8679245283018868,0.803030303030303,0.790446438441858,84.0,0,0,539.2159945000001,44,37,32,5,0.8648648648648649,0.8409090909090909,0.7202258821599022,83.0,0,0,599.053406,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,85.0,0,0,479.632265
choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=60; margin_rv15>=0,book_p_side,0.8,90.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.8064516129032258,0.8456375838926175,0.8144796380090498,0.7790170993609021,84.0,159,149,126,23,0.8456375838926175,0.9371069182389937,0.7790170993609021,83.0,0,0,541.618,95,88,75,13,0.8522727272727273,0.9263157894736842,0.7634888952813075,83.0,0,0,546.0325,32,30,26,4,0.8666666666666667,0.9375,0.703186733179637,84.0,0,0,431.48,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,83.0,0,0,559.117,221,180,158,22,0.8777777777777778,0.8144796380090498,0.8218832510299916,84.0,0,0,539.3499285,132,106,92,14,0.8679245283018868,0.803030303030303,0.790446438441858,84.0,0,0,539.2159945000001,44,37,32,5,0.8648648648648649,0.8409090909090909,0.7202258821599022,83.0,0,0,599.053406,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,85.0,0,0,479.632265
choose=score_regime_blend; score_regime_blend>=0.8; ask<=90; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,score_regime_blend,0.8,90.0,60.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,True,0.8048780487804879,0.8175182481751825,0.8235294117647058,0.7444843750952149,83.0,159,137,112,25,0.8175182481751825,0.8616352201257862,0.7444843750952149,82.0,0,0,586.589,95,82,66,16,0.8048780487804879,0.8631578947368421,0.7062981066280967,81.0,0,0,593.25,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,82.0,0,0,521.448,32,27,23,4,0.8518518518518519,0.84375,0.6752131457218702,82.0,0,0,588.033,221,182,154,28,0.8461538461538461,0.8235294117647058,0.7866340668788138,83.0,0,0,599.2646225,132,109,89,20,0.8165137614678899,0.8257575757575758,0.7335141271930766,82.0,0,0,599.342346,44,37,33,4,0.8918918918918919,0.8409090909090909,0.7529146845587399,83.0,0,0,599.249571,45,36,32,4,0.8888888888888888,0.8,0.7468519140963513,83.5,0,0,569.4155430000001
choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,book_p_side,0.8,90.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,True,0.8,0.8413793103448276,0.8144796380090498,0.7732212611902117,84.0,159,145,122,23,0.8413793103448276,0.9119496855345912,0.7732212611902117,83.0,0,0,545.275,95,87,74,13,0.8505747126436781,0.9157894736842105,0.7609539966071731,83.0,0,0,546.79,32,28,24,4,0.8571428571428571,0.875,0.685101978364747,84.0,0,0,435.462,32,30,24,6,0.8,0.9375,0.6269430358685175,83.0,0,0,566.0764999999999,221,180,158,22,0.8777777777777778,0.8144796380090498,0.8218832510299916,84.0,0,0,539.3499285,132,106,92,14,0.8679245283018868,0.803030303030303,0.790446438441858,84.0,0,0,539.2159945000001,44,37,32,5,0.8648648648648649,0.8409090909090909,0.7202258821599022,83.0,0,0,599.053406,45,37,34,3,0.918918918918919,0.8222222222222222,0.7869932065071162,85.0,0,0,479.632265
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=120,score_mean_book_rv15_drift5,0.8,95.0,120.0,none,False,False,False,False,True,True,0.7723577235772358,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,159,147,119,28,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,3,0,599.268,95,88,71,17,0.8068181818181818,0.9263157894736842,0.7122293318676105,80.0,3,0,640.231,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,0,0,536.291,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,206,167,39,0.8106796116504854,0.9321266968325792,0.7516818190318328,80.0,1,0,599.8121645,132,123,95,28,0.7723577235772358,0.9318181818181818,0.6906730312914691,80.0,1,0,618.946976,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,39,32,7,0.8205128205128205,0.8666666666666667,0.6733195433811838,81.0,0,0,599.433148
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=120; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.8,95.0,120.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,True,0.7723577235772358,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,159,147,119,28,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,3,0,599.268,95,88,71,17,0.8068181818181818,0.9263157894736842,0.7122293318676105,80.0,3,0,640.231,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,0,0,536.291,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,206,167,39,0.8106796116504854,0.9321266968325792,0.7516818190318328,80.0,1,0,599.8121645,132,123,95,28,0.7723577235772358,0.9318181818181818,0.6906730312914691,80.0,1,0,618.946976,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,39,32,7,0.8205128205128205,0.8666666666666667,0.6733195433811838,81.0,0,0,599.433148
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.8,95.0,120.0,spread<=4,False,False,False,False,True,True,0.7723577235772358,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,159,147,119,28,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,3,0,599.268,95,88,71,17,0.8068181818181818,0.9263157894736842,0.7122293318676105,80.0,3,0,640.231,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,0,0,536.291,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,206,167,39,0.8106796116504854,0.9321266968325792,0.7516818190318328,80.0,1,0,599.8121645,132,123,95,28,0.7723577235772358,0.9318181818181818,0.6906730312914691,80.0,1,0,618.946976,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,39,32,7,0.8205128205128205,0.8666666666666667,0.6733195433811838,81.0,0,0,599.433148
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15_drift5,0.8,95.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.7723577235772358,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,159,147,119,28,0.8095238095238095,0.9245283018867925,0.7384826887427569,80.0,3,0,599.268,95,88,71,17,0.8068181818181818,0.9263157894736842,0.7122293318676105,80.0,3,0,640.231,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,0,0,536.291,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,206,167,39,0.8106796116504854,0.9321266968325792,0.7516818190318328,80.0,1,0,599.8121645,132,123,95,28,0.7723577235772358,0.9318181818181818,0.6906730312914691,80.0,1,0,618.946976,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,39,32,7,0.8205128205128205,0.8666666666666667,0.6733195433811838,81.0,0,0,599.433148
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,score_mean_book_rv15_drift5,0.8,95.0,120.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,True,0.7723577235772358,0.8082191780821918,0.9182389937106918,0.736786564779477,80.0,159,146,118,28,0.8082191780821918,0.9182389937106918,0.736786564779477,80.0,3,0,595.092,95,87,70,17,0.8045977011494253,0.9157894736842105,0.7091678634827149,80.0,3,0,601.583,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,78.0,0,0,536.291,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,206,167,39,0.8106796116504854,0.9321266968325792,0.7516818190318328,80.0,2,0,599.7926235,132,123,95,28,0.7723577235772358,0.9318181818181818,0.6906730312914691,80.0,1,0,618.946976,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,1,0,599.6087015,45,39,32,7,0.8205128205128205,0.8666666666666667,0.6733195433811838,81.0,0,0,599.433148
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=60,score_mean_book_rv15_drift5,0.8,95.0,60.0,none,False,False,False,False,True,True,0.7698412698412699,0.8095238095238095,0.9502262443438914,0.7466466374702757,80.0,159,152,124,28,0.8157894736842105,0.9559748427672956,0.7466466374702757,80.0,4,0,590.789,95,92,75,17,0.8152173913043478,0.968421052631579,0.7238594289322428,80.0,4,0,600.4255,32,32,26,6,0.8125,1.0,0.6469084479862404,78.5,0,0,532.226,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,210,170,40,0.8095238095238095,0.9502262443438914,0.7510401298761735,80.0,1,0,599.74123,132,126,97,29,0.7698412698412699,0.9545454545454546,0.6890161339806872,80.0,1,0,599.9360475000001,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,40,33,7,0.825,0.8888888888888888,0.6805000966821229,81.0,0,0,599.3167675
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=60; brownian15>=0.55_and_brownian30>=0.55,score_mean_book_rv15_drift5,0.8,95.0,60.0,brownian15>=0.55_and_brownian30>=0.55,False,False,False,False,True,True,0.7698412698412699,0.8095238095238095,0.9502262443438914,0.7466466374702757,80.0,159,152,124,28,0.8157894736842105,0.9559748427672956,0.7466466374702757,80.0,4,0,590.789,95,92,75,17,0.8152173913043478,0.968421052631579,0.7238594289322428,80.0,4,0,600.4255,32,32,26,6,0.8125,1.0,0.6469084479862404,78.5,0,0,532.226,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,210,170,40,0.8095238095238095,0.9502262443438914,0.7510401298761735,80.0,1,0,599.74123,132,126,97,29,0.7698412698412699,0.9545454545454546,0.6890161339806872,80.0,1,0,599.9360475000001,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,40,33,7,0.825,0.8888888888888888,0.6805000966821229,81.0,0,0,599.3167675
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.8,95.0,60.0,spread<=4,False,False,False,False,True,True,0.7698412698412699,0.8095238095238095,0.9502262443438914,0.7466466374702757,80.0,159,152,124,28,0.8157894736842105,0.9559748427672956,0.7466466374702757,80.0,4,0,590.789,95,92,75,17,0.8152173913043478,0.968421052631579,0.7238594289322428,80.0,4,0,600.4255,32,32,26,6,0.8125,1.0,0.6469084479862404,78.5,0,0,532.226,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,210,170,40,0.8095238095238095,0.9502262443438914,0.7510401298761735,80.0,1,0,599.74123,132,126,97,29,0.7698412698412699,0.9545454545454546,0.6890161339806872,80.0,1,0,599.9360475000001,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,40,33,7,0.825,0.8888888888888888,0.6805000966821229,81.0,0,0,599.3167675
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15_drift5,0.8,95.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.7698412698412699,0.8095238095238095,0.9502262443438914,0.7466466374702757,80.0,159,152,124,28,0.8157894736842105,0.9559748427672956,0.7466466374702757,80.0,4,0,590.789,95,92,75,17,0.8152173913043478,0.968421052631579,0.7238594289322428,80.0,4,0,600.4255,32,32,26,6,0.8125,1.0,0.6469084479862404,78.5,0,0,532.226,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,210,170,40,0.8095238095238095,0.9502262443438914,0.7510401298761735,80.0,1,0,599.74123,132,126,97,29,0.7698412698412699,0.9545454545454546,0.6890161339806872,80.0,1,0,599.9360475000001,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,0,0,599.6848295,45,40,33,7,0.825,0.8888888888888888,0.6805000966821229,81.0,0,0,599.3167675
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.8; ask<=95; sec_to_close>=60; adverse15<=10_or_margin_rv15>=0.5,score_mean_book_rv15_drift5,0.8,95.0,60.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,True,0.7698412698412699,0.8095238095238095,0.949685534591195,0.7450547533517583,80.0,159,151,123,28,0.8145695364238411,0.949685534591195,0.7450547533517583,80.0,4,0,589.569,95,91,74,17,0.8131868131868132,0.9578947368421052,0.7210405380450772,80.0,4,0,589.569,32,32,26,6,0.8125,1.0,0.6469084479862404,78.5,0,0,532.226,32,28,23,5,0.8214285714285714,0.875,0.6440857521065705,81.0,0,0,603.2475,221,210,170,40,0.8095238095238095,0.9502262443438914,0.7510401298761735,80.0,2,0,599.6848295,132,126,97,29,0.7698412698412699,0.9545454545454546,0.6890161339806872,80.0,1,0,599.9360475000001,44,44,40,4,0.9090909090909091,1.0,0.7884076083340138,79.0,1,0,599.6087015,45,40,33,7,0.825,0.8888888888888888,0.6805000966821229,81.0,0,0,599.3167675
choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=95; sec_to_close>=120,score_min_book_rv15,0.7,95.0,120.0,none,False,False,False,False,True,True,0.7642276422764228,0.8038277511961722,0.9433962264150944,0.744714782725036,79.0,159,150,123,27,0.82,0.9433962264150944,0.7507767216820398,79.0,4,0,590.097,95,90,73,17,0.8111111111111111,0.9473684210526315,0.7181637647568584,78.5,4,0,589.047,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,79.0,0,0,581.376,32,29,25,4,0.8620689655172413,0.90625,0.6944100627964797,81.0,0,0,593.558,221,209,168,41,0.8038277511961722,0.9457013574660633,0.744714782725036,79.0,1,0,599.705377,132,123,94,29,0.7642276422764228,0.9318181818181818,0.6819219808902864,78.0,1,0,599.990942,44,44,39,5,0.8863636363636364,1.0,0.760208475833917,79.0,0,0,599.401346,45,42,35,7,0.8333333333333334,0.9333333333333333,0.6939599725535115,79.0,0,0,599.320387
choose=score_min_book_rv15; score_min_book_rv15>=0.7; ask<=95; sec_to_close>=120; adverse15<=10_or_margin_rv15>=0.5,score_min_book_rv15,0.7,95.0,120.0,adverse15<=10_or_margin_rv15>=0.5,False,False,False,False,True,True,0.7642276422764228,0.8038277511961722,0.9433962264150944,0.744714782725036,79.0,159,150,123,27,0.82,0.9433962264150944,0.7507767216820398,79.0,4,0,590.097,95,90,73,17,0.8111111111111111,0.9473684210526315,0.7181637647568584,78.5,4,0,589.047,32,31,25,6,0.8064516129032258,0.96875,0.6371974218820453,79.0,0,0,581.376,32,29,25,4,0.8620689655172413,0.90625,0.6944100627964797,81.0,0,0,593.558,221,209,168,41,0.8038277511961722,0.9457013574660633,0.744714782725036,79.0,1,0,599.705377,132,123,94,29,0.7642276422764228,0.9318181818181818,0.6819219808902864,78.0,1,0,599.990942,44,44,39,5,0.8863636363636364,1.0,0.760208475833917,79.0,0,0,599.401346,45,42,35,7,0.8333333333333334,0.9333333333333333,0.6939599725535115,79.0,0,0,599.320387
