policy,base_name,label,current_all_net_pnl_cents,v21_all_net_pnl_cents,combined_all_net_pnl_cents,combined_oos_net_pnl_cents,min_split_coverage,current_all_accuracy,v21_all_accuracy,current_touch_preempts,v21_touch_preempts,all_splits_positive,oos_positive,min_positive_block_rate,worst_block_net_cents,strict_pass
p80_ask90_sec0_baseline,p80_ask90_sec0,choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0,117.0,348.0,465.0,299.0,0.8181818181818182,0.8562091503267973,0.8797814207650273,0,0,False,False,0.5,-210.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=60, age<=900s",-7759.0,-4937.0,-12696.0,-4753.0,0.8409090909090909,0.3954248366013072,0.4166666666666667,197,120,False,False,0.038461538461538464,-949.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=60, age<=900s",-7759.0,-4937.0,-12696.0,-4753.0,0.8409090909090909,0.3954248366013072,0.4166666666666667,197,120,False,False,0.038461538461538464,-949.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=600s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=900s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=600s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=900s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=600s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=900s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=600s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=900s",-7995.0,-4969.0,-12964.0,-4819.0,0.8181818181818182,0.3888888888888889,0.4098360655737705,199,114,False,False,0.038461538461538464,-956.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=600s",-7954.0,-5222.0,-13176.0,-4869.0,0.8409090909090909,0.39215686274509803,0.40625,198,122,False,False,0.038461538461538464,-961.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=600s",-7954.0,-5222.0,-13176.0,-4869.0,0.8409090909090909,0.39215686274509803,0.40625,198,122,False,False,0.038461538461538464,-961.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=900s",-7954.0,-5285.0,-13239.0,-4932.0,0.8409090909090909,0.39215686274509803,0.4010416666666667,198,123,False,False,0.038461538461538464,-961.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=900s",-7954.0,-5285.0,-13239.0,-4932.0,0.8409090909090909,0.39215686274509803,0.4010416666666667,198,123,False,False,0.038461538461538464,-961.0,False
